1.79, 4.59, 1.88, 4.75
1.78, 4.59, 1.88, 4.74
1.78, 4.58, 1.87, 4.74
1.77, 4.58, 1.87, 4.74
1.77, 4.57, 1.86, 4.73
1.76, 4.57, 1.86, 4.73
1.76, 4.57, 1.85, 4.73
1.75, 4.56, 1.85, 4.73
1.75, 4.56, 1.84, 4.72
1.74, 4.56, 1.84, 4.72
1.74, 4.55, 1.85, 4.73
1.73, 4.55, 1.83, 4.72
1.73, 4.54, 1.83, 4.71
1.72, 4.54, 1.83, 4.71
1.72, 4.54, 1.82, 4.71
1.72, 4.53, 1.82, 4.71
1.71, 4.53, 1.81, 4.70
1.71, 4.52, 1.81, 4.70
1.70, 4.52, 1.81, 4.70
1.70, 4.52, 1.80, 4.69
1.69, 4.51, 1.79, 4.69
1.69, 4.51, 1.79, 4.68
1.68, 4.51, 1.78, 4.68
1.68, 4.50, 1.78, 4.68
1.67, 4.50, 1.77, 4.67
1.67, 4.49, 1.76, 4.66
1.67, 4.49, 1.76, 4.66
1.66, 4.49, 1.75, 4.66
1.66, 4.48, 1.75, 4.65
1.65, 4.48, 1.74, 4.65
1.65, 4.47, 1.74, 4.65
1.64, 4.47, 1.73, 4.65
1.64, 4.47, 1.73, 4.64
1.63, 4.46, 1.72, 4.64
1.63, 4.46, 1.72, 4.63
1.63, 4.45, 1.71, 4.63
1.62, 4.45, 1.71, 4.63
1.62, 4.44, 1.71, 4.62
1.61, 4.44, 1.70, 4.62
1.61, 4.44, 1.70, 4.62
1.60, 4.43, 1.70, 4.62
1.60, 4.43, 1.70, 4.61
1.60, 4.42, 1.69, 4.61
1.59, 4.42, 1.69, 4.61
1.59, 4.42, 1.68, 4.60
1.58, 4.41, 1.67, 4.59
1.58, 4.41, 1.67, 4.59
1.57, 4.40, 1.66, 4.59
1.57, 4.40, 1.66, 4.58
1.57, 4.39, 1.65, 4.58
1.56, 4.39, 1.65, 4.57
1.56, 4.39, 1.65, 4.57
1.55, 4.38, 1.64, 4.57
1.55, 4.38, 1.64, 4.56
1.54, 4.37, 1.63, 4.56
1.54, 4.37, 1.63, 4.55
1.54, 4.36, 1.62, 4.55
1.53, 4.36, 1.62, 4.55
1.53, 4.35, 1.62, 4.54
1.52, 4.35, 1.61, 4.54
1.52, 4.35, 1.61, 4.53
1.52, 4.34, 1.60, 4.53
1.51, 4.34, 1.60, 4.53
1.51, 4.33, 1.60, 4.52
1.50, 4.33, 1.59, 4.52
1.50, 4.32, 1.58, 4.51
1.50, 4.32, 1.58, 4.51
1.49, 4.31, 1.57, 4.50
1.49, 4.31, 1.57, 4.50
1.48, 4.31, 1.56, 4.49
1.48, 4.30, 1.56, 4.49
1.48, 4.30, 1.56, 4.48
1.47, 4.29, 1.55, 4.48
1.47, 4.29, 1.55, 4.47
1.47, 4.28, 1.54, 4.47
1.46, 4.28, 1.54, 4.47
1.46, 4.27, 1.54, 4.46
1.45, 4.27, 1.53, 4.46
1.45, 4.26, 1.53, 4.45
1.45, 4.26, 1.52, 4.45
1.44, 4.25, 1.52, 4.44
1.44, 4.25, 1.52, 4.44
1.43, 4.25, 1.51, 4.44
1.43, 4.24, 1.51, 4.43
1.43, 4.24, 1.51, 4.43
1.42, 4.23, 1.50, 4.42
1.42, 4.23, 1.50, 4.42
1.42, 4.22, 1.49, 4.41
1.41, 4.22, 1.49, 4.41
1.41, 4.21, 1.49, 4.40
1.41, 4.21, 1.48, 4.40
1.40, 4.20, 1.48, 4.40
1.40, 4.20, 1.48, 4.39
1.39, 4.19, 1.47, 4.39
1.39, 4.19, 1.47, 4.38
1.39, 4.18, 1.46, 4.38
1.38, 4.18, 1.46, 4.37
1.38, 4.17, 1.46, 4.37
1.38, 4.17, 1.45, 4.36
1.37, 4.16, 1.45, 4.36
1.37, 4.16, 1.45, 4.35
1.37, 4.15, 1.44, 4.35
1.36, 4.15, 1.44, 4.34
1.36, 4.14, 1.44, 4.34
1.36, 4.14, 1.43, 4.33
1.35, 4.13, 1.42, 4.32
1.35, 4.13, 1.42, 4.32
1.35, 4.12, 1.42, 4.31
1.34, 4.12, 1.41, 4.31
1.34, 4.11, 1.41, 4.30
1.34, 4.11, 1.40, 4.30
1.33, 4.10, 1.40, 4.29
1.33, 4.10, 1.40, 4.29
1.33, 4.09, 1.40, 4.28
1.32, 4.09, 1.39, 4.28
1.32, 4.08, 1.39, 4.27
1.32, 4.08, 1.38, 4.27
1.31, 4.07, 1.38, 4.26
1.31, 4.07, 1.38, 4.26
1.31, 4.06, 1.37, 4.25
1.30, 4.06, 1.37, 4.25
1.30, 4.05, 1.37, 4.24
1.30, 4.05, 1.37, 4.24
1.29, 4.04, 1.36, 4.23
1.29, 4.04, 1.36, 4.23
1.29, 4.03, 1.35, 4.22
1.28, 4.03, 1.35, 4.22
1.28, 4.02, 1.35, 4.21
1.28, 4.02, 1.35, 4.21
1.28, 4.01, 1.34, 4.20
1.27, 4.01, 1.34, 4.20
1.27, 4.00, 1.34, 4.19
1.27, 4.00, 1.33, 4.19
1.26, 3.99, 1.33, 4.18
1.26, 3.99, 1.33, 4.18
1.26, 3.98, 1.32, 4.17
1.25, 3.98, 1.32, 4.17
1.25, 3.97, 1.32, 4.16
1.25, 3.97, 1.31, 4.16
1.25, 3.96, 1.31, 4.15
1.24, 3.96, 1.31, 4.15
1.24, 3.95, 1.31, 4.14
1.24, 3.94, 1.30, 4.14
1.23, 3.94, 1.30, 4.13
1.23, 3.93, 1.30, 4.13
1.23, 3.93, 1.29, 4.11
1.23, 3.92, 1.29, 4.11
1.22, 3.92, 1.28, 4.10
1.22, 3.91, 1.28, 4.10
1.22, 3.91, 1.28, 4.09
1.21, 3.90, 1.27, 4.08
1.21, 3.90, 1.27, 4.08
1.21, 3.89, 1.27, 4.07
1.21, 3.89, 1.27, 4.07
1.20, 3.88, 1.26, 4.06
1.20, 3.87, 1.26, 4.06
1.20, 3.87, 1.26, 4.05
1.20, 3.86, 1.25, 4.05
1.19, 3.86, 1.25, 4.04
1.19, 3.85, 1.25, 4.04
1.19, 3.85, 1.25, 4.05
1.19, 3.84, 1.25, 4.04
1.18, 3.84, 1.25, 4.04
1.18, 3.83, 1.25, 4.03
1.18, 3.83, 1.24, 4.02
1.18, 3.82, 1.23, 4.00
1.17, 3.82, 1.23, 4.00
1.17, 3.81, 1.23, 3.99
1.17, 3.80, 1.23, 3.99
1.17, 3.80, 1.22, 3.98
1.16, 3.79, 1.22, 3.97
1.16, 3.79, 1.22, 3.97
1.16, 3.78, 1.21, 3.96
1.16, 3.78, 1.21, 3.96
1.15, 3.77, 1.21, 3.95
1.15, 3.77, 1.21, 3.94
1.15, 3.76, 1.20, 3.94
1.15, 3.75, 1.20, 3.93
1.15, 3.75, 1.20, 3.93
1.14, 3.74, 1.20, 3.92
1.14, 3.74, 1.19, 3.92
1.14, 3.73, 1.19, 3.91
1.14, 3.73, 1.19, 3.91
1.13, 3.72, 1.19, 3.90
1.13, 3.72, 1.19, 3.89
1.13, 3.71, 1.18, 3.89
1.13, 3.70, 1.18, 3.88
1.13, 3.70, 1.18, 3.88
1.12, 3.69, 1.18, 3.87
1.12, 3.69, 1.17, 3.87
1.12, 3.68, 1.17, 3.87
1.12, 3.68, 1.17, 3.85
1.12, 3.67, 1.17, 3.84
1.11, 3.66, 1.16, 3.84
1.11, 3.66, 1.16, 3.83
1.11, 3.65, 1.16, 3.82
1.11, 3.65, 1.15, 3.82
1.11, 3.64, 1.15, 3.81
1.10, 3.64, 1.15, 3.80
1.10, 3.63, 1.15, 3.80
1.10, 3.62, 1.15, 3.79
1.10, 3.62, 1.14, 3.79
1.10, 3.61, 1.14, 3.78
1.09, 3.61, 1.14, 3.77
1.09, 3.60, 1.14, 3.77
1.09, 3.60, 1.14, 3.76
1.09, 3.59, 1.13, 3.76
1.09, 3.58, 1.13, 3.75
1.09, 3.58, 1.13, 3.75
1.08, 3.57, 1.13, 3.74
1.08, 3.57, 1.13, 3.73
1.08, 3.56, 1.12, 3.73
1.08, 3.56, 1.12, 3.72
1.08, 3.55, 1.12, 3.71
1.08, 3.54, 1.12, 3.71
1.07, 3.54, 1.12, 3.70
1.07, 3.53, 1.12, 3.70
1.07, 3.53, 1.11, 3.69
1.07, 3.52, 1.11, 3.69
1.07, 3.52, 1.11, 3.68
1.07, 3.51, 1.11, 3.67
1.06, 3.50, 1.11, 3.67
1.06, 3.50, 1.11, 3.66
1.06, 3.49, 1.10, 3.65
1.06, 3.49, 1.10, 3.65
1.06, 3.48, 1.10, 3.64
1.06, 3.47, 1.10, 3.63
1.06, 3.47, 1.10, 3.63
1.05, 3.46, 1.09, 3.62
1.05, 3.46, 1.09, 3.61
1.05, 3.45, 1.09, 3.60
1.05, 3.45, 1.09, 3.60
1.05, 3.44, 1.09, 3.59
1.05, 3.43, 1.08, 3.58
1.05, 3.43, 1.08, 3.58
1.05, 3.42, 1.08, 3.57
1.04, 3.42, 1.08, 3.57
1.04, 3.41, 1.08, 3.56
1.04, 3.40, 1.08, 3.55
1.04, 3.40, 1.08, 3.55
1.04, 3.39, 1.07, 3.54
1.04, 3.39, 1.07, 3.54
1.04, 3.38, 1.07, 3.53
1.04, 3.37, 1.07, 3.52
